"성분AS","성분C","성분B","성분CA","성분CU","성분CR","성분MO","성분MN","성분N","성분P","성분S","성분TOTALAL","성분SOLAL","재료번호","성분V"
0.005,0.0387,0,0,0.014,0.02,0,0.193,18,0.0101,0.0038,0.024,0.023,"HQZ164320",0
0.005,0.002,0,0,0.009,0.02,0,0.077,16,0.0078,0.0031,0.027,0.026,"HQE031950",0.003
0.005,0.0361,0,0,0.008,0.02,0,0.169,21,0.0069,0.0022,0.02,0.019,"HQF128030",0
0.006,0.0579,0,1,0.012,0.01,0,0.766,30,0.0105,0.0025,0.038,0.036,"HQB011260",0.001
0.005,0.0376,0,0,0.013,0.02,0,0.187,26,0.0104,0.003,0.021,0.018,"HQF148480",0
0.005,0.0214,0,0,0.009,0.02,0,0.188,20,0.0089,0.0037,0.018,0.015,"HQD042300",0
0.006,0.1487,0,1,0.021,0.02,0,0.896,36,0.0113,0.0026,0.029,0.028,"HQA130380",0.001
0.004,0.0019,0,0,0.016,0.02,0,0.067,14,0.0082,0.0037,0.028,0.027,"HQJ143730",0.002
0.004,0.058,0,0,0.022,0.02,0,0.812,40,0.009,0.002,0.031,0.03,"HQG082440",0
0.004,0.0022,0,0,0.016,0.02,0,0.072,17,0.0077,0.0036,0.033,0.026,"HQG100850",0.002
0.004,0.0184,0,1,0.013,0.02,0,0.144,11,0.0115,0.0031,0.028,0.026,"HQF055510",0
0.004,0.0176,0,0,0.013,0.02,0,0.206,21,0.0117,0.0038,0.027,0.025,"HQJ149420",0
0.006,0.0412,0,0,0.007,0.02,0,0.213,19,0.017,0.003,0.026,0.024,"HQD011060",0
0.006,0.0018,0,1,0.014,0.02,0,0.387,16,0.0287,0.004,0.033,0.031,"HQE058590",0.003
0.005,0.0366,0,0,0.009,0.02,0,0.189,21,0.0086,0.0026,0.018,0.017,"HQG027100",0
0.004,0.0462,0,0,0.022,0.02,0,0.296,14,0.0065,0.0035,0.024,0.022,"HQE135600",0
0.004,0.0024,0,0,0.008,0.02,0,0.071,26,0.0069,0.0034,0.03,0.03,"HQG073740",0.002
0.005,0.002,0,1,0.02,0.03,0,0.074,21,0.0102,0.0045,0.032,0.031,"HQY035880",0.002
0.004,0.0015,0,0,0.053,0.02,0,0.143,12,0.0528,0.0095,0.033,0.031,"HQG127130",0
0.005,0.0183,0,0,0.012,0.02,0,0.199,16,0.0087,0.0093,0.028,0.027,"HQB132960",0
0.005,0.0014,5,0,0.048,0.02,0,0.183,12,0.046,0.0093,0.036,0.035,"HQJ156210",0.001
0.006,0.1224,0,0,0.019,0.02,0,0.463,21,0.0148,0.0031,0.017,0.015,"HQB085280",0
0.004,0.0172,0,0,0.018,0.02,0,0.189,22,0.0063,0.0031,0.018,0.016,"HQG151240",0
0.006,0.0018,0,0,0.013,0.02,0,0.081,17,0.0093,0.004,0.03,0.027,"HQA010940",0.002
0.006,0.0017,0,0,0.016,0.05,0.01,0.144,14,0.0498,0.0042,0.03,0.029,"HQZ104810",0
0.006,0.0017,5,1,0.052,0.02,0,0.196,18,0.0443,0.0086,0.033,0.032,"HQY005460",0.001
0.007,0.0385,0,0,0.016,0.02,0,0.225,17,0.0075,0.0032,0.024,0.023,"HQY112450",0
0.006,0.0658,0,1,0.012,0.02,0,0.821,26,0.0116,0.0029,0.03,0.028,"HQZ123040",0.001
0.004,0.0347,0,0,0.017,0.02,0,0.181,21,0.0074,0.003,0.036,0.034,"HQF125350",0
0.007,0.0015,0,1,0.013,0.01,0,0.097,17,0.0107,0.0035,0.028,0.026,"HQB003530",0.002
0.004,0.0013,0,1,0.021,0.02,0,0.072,15,0.0102,0.0039,0.031,0.03,"HQH063000",0.001
0.004,0.0016,0,1,0.022,0.03,0,0.102,18,0.0109,0.0044,0.037,0.035,"HQF066380",0.002
0.005,0.0016,0,0,0.014,0.02,0,0.09,13,0.0102,0.0036,0.029,0.028,"HQF015380",0.001
0.005,0.0024,0,1,0.014,0.03,0,0.141,18,0.0114,0.0033,0.024,0.018,"HQC016050",0.001
0.006,0.0014,0,0,0.058,0.02,0,0.15,13,0.0523,0.0082,0.03,0.029,"HQA058960",0.001
0.005,0.0021,0,0,0.011,0.01,0,0.094,19,0.0101,0.0038,0.032,0.031,"HQE056970",0.001
0.005,0.0026,0,0,0.009,0.02,0,0.105,15,0.0096,0.0032,0.026,0.025,"HQD155390",0.002
0.004,0.1838,0,0,0.014,0.01,0,0.79,37,0.0077,0.0022,0.031,0.03,"HQJ148720",0
0.004,0.002,0,0,0.013,0.02,0,0.074,17,0.0066,0.0031,0.028,0.027,"HQJ067310",0.003
0.005,0.0393,0,0,0.016,0.02,0,0.206,21,0.0068,0.0036,0.018,0.016,"HQY032050",0
0.007,0.0457,0,0,0.018,0.02,0,0.294,33,0.0101,0.0035,0.033,0.032,"HQX157940",0
0.006,0.0367,0,1,0.01,0.02,0,0.219,28,0.0134,0.0033,0.022,0.021,"HQY002730",0
0.006,0.1166,0,4,0.013,0.02,0,0.302,25,0.0086,0.0029,0.02,0.02,"HQZ042000",0.001
0.006,0.019,0,0,0.016,0.02,0,0.188,16,0.0083,0.0031,0.022,0.021,"HQE077090",0
0.006,0.0351,0,1,0.022,0.02,0,0.203,29,0.0061,0.0039,0.02,0.019,"HQY139540",0
0.006,0.0755,2,1,0.016,0.02,0,0.895,34,0.0194,0.0031,0.027,0.027,"HQE080720",0.002
0.007,0.02,0,1,0.01,0.02,0,0.174,14,0.0086,0.0034,0.025,0.024,"HQY130210",0
0.004,0.002,0,1,0.019,0.02,0,0.093,18,0.0103,0.0037,0.022,0.021,"HQE118200",0.001
0.005,0.0588,0,0,0.01,0.02,0,0.798,28,0.0088,0.0023,0.026,0.024,"HQZ093080",0
0.005,0.0014,5,0,0.048,0.02,0,0.183,12,0.046,0.0093,0.036,0.035,"HQJ156180",0.001
0.006,0.0016,0,0,0.01,0.02,0,0.06,20,0.0038,0.0032,0.033,0.031,"HQY110270",0.004
0.004,0.0395,0,0,0.011,0.01,0,0.198,17,0.0064,0.0031,0.022,0.021,"HQH048800",0
0.006,0.0326,0,0,0.01,0.01,0,0.271,18,0.0188,0.0035,0.027,0.026,"HQB034930",0
0.004,0.039,0,0,0.021,0.02,0,0.18,19,0.0101,0.0037,0.026,0.024,"HQF149280",0
0.006,0.1178,0,0,0.019,0.02,0,0.313,35,0.0094,0.0038,0.021,0.019,"HQX165590",0
0.004,0.003,0,0,0.01,0.01,0,0.103,18,0.0098,0.0034,0.034,0.033,"HQE056940",0.001
0.005,0.0377,0,1,0.01,0.01,0,0.194,21,0.0046,0.0036,0.024,0.02,"HQZ018740",0
0.007,0.0541,0,8,0.017,0.02,0,0.357,33,0.0089,0.0026,0.048,0.045,"HQY033050",0.001
0.005,0.0014,7,0,0.06,0.02,0,0.196,13,0.0446,0.0099,0.032,0.031,"HQE048690",0.001
0.005,0.0511,0,0,0.022,0.03,0,0.298,21,0.0135,0.0036,0.029,0.029,"HQE142010",0
0.006,0.0393,0,0,0.018,0.02,0,0.201,17,0.0076,0.0036,0.021,0.02,"HQY093780",0
0.006,0.053,0,1,0.016,0.02,0,0.791,38,0.0112,0.0031,0.03,0.028,"HQY025310",0.001
0.006,0.0018,0,0,0.032,0.03,0,0.135,15,0.0103,0.0033,0.033,0.032,"HQC142950",0.002
0.005,0.0013,0,0,0.011,0.01,0,0.078,13,0.0095,0.0032,0.037,0.036,"HQF073710",0.002
0.006,0.0012,6,0,0.051,0.02,0,0.197,19,0.0429,0.0096,0.04,0.038,"HQZ133450",0.001
0.004,0.0013,6,1,0.056,0.03,0,0.193,16,0.0458,0.0093,0.032,0.031,"HQJ069720",0.001
0.006,0.0431,0,0,0.014,0.02,0,0.138,19,0.0095,0.0039,0.016,0.014,"HQX165840",0
0.006,0.0021,0,0,0.034,0.03,0,0.149,17,0.0119,0.0039,0.034,0.031,"HQY015580",0.002
0.006,0.0571,0,0,0.014,0.02,0,0.356,30,0.0073,0.0028,0.042,0.04,"HQX136170",0
0.006,0.0397,0,0,0.025,0.02,0,0.187,18,0.008,0.0033,0.024,0.023,"HQC108760",0
0.004,0.0412,0,0,0.009,0.02,0,0.188,16,0.0089,0.0032,0.021,0.02,"HQJ053530",0
0.006,0.0771,3,0,0.017,0.02,0,0.911,26,0.0194,0.0026,0.024,0.023,"HQY009530",0.001
0.006,0.0017,0,0,0.016,0.05,0.02,0.14,14,0.0524,0.005,0.03,0.028,"HQZ104400",0
0.004,0.002,0,1,0.014,0.02,0,0.142,12,0.009,0.004,0.03,0.027,"HQG128840",0.002
0.005,0.0415,0,0,0.01,0.02,0,0.184,20,0.0092,0.0031,0.022,0.022,"HQF138410",0
0.007,0.0351,0,1,0.014,0.01,0,0.19,31,0.0073,0.0023,0.026,0.025,"HQB112540",0
0.006,0.0186,0,1,0.02,0.03,0,0.179,17,0.0089,0.004,0.017,0.016,"HQE076770",0
0.006,0.0353,0,0,0.02,0.02,0,0.2,19,0.01,0.0033,0.02,0.019,"HQB062480",0
0.006,0.0571,0,0,0.014,0.02,0,0.356,30,0.0073,0.0028,0.042,0.04,"HQX136210",0
0.005,0.0019,0,0,0.02,0.02,0,0.149,18,0.0095,0.0034,0.028,0.026,"HQZ049300",0.002
0.006,0.0765,2,0,0.019,0.02,0,0.906,29,0.0196,0.0024,0.033,0.032,"HQE073410",0.001
0.005,0.1194,0,0,0.012,0.01,0,0.334,21,0.0101,0.0024,0.027,0.025,"HQY055150",0.001
0.006,0.002,0,2,0.012,0.02,0,0.132,17,0.01,0.004,0.02,0.019,"HQX067920",0.002
0.006,0.0403,21,0,0.015,0.02,0,0.182,17,0.0095,0.0031,0.02,0.018,"HQA056520",0
0.006,0.1847,0,1,0.026,0.02,0,0.826,34,0.0092,0.0035,0.029,0.028,"HQY097280",0
0.004,0.1478,0,0,0.01,0.02,0,0.47,33,0.0086,0.0034,0.024,0.023,"HQH000550",0
0.006,0.0395,0,0,0.014,0.02,0,0.209,27,0.0073,0.003,0.03,0.028,"HQX163380",0
0.005,0.0019,0,0,0.009,0.01,0,0.147,21,0.0084,0.004,0.031,0.029,"HQF117310",0.001
0.006,0.0017,0,1,0.011,0.06,0.02,0.148,12,0.0507,0.0038,0.035,0.034,"HQB019760",0.001
0.005,0.1073,0,0,0.024,0.02,0,0.448,39,0.0092,0.003,0.032,0.031,"HQB048780",0
0.006,0.0015,0,0,0.014,0.02,0,0.098,19,0.0096,0.0027,0.032,0.03,"HQA039810",0.001
0.004,0.0625,0,0,0.011,0.02,0,0.343,31,0.0113,0.0028,0.035,0.032,"HQF053610",0
0.005,0.0017,6,1,0.065,0.03,0,0.195,14,0.045,0.0081,0.04,0.039,"HQG035370",0.001
0.006,0.0017,0,0,0.099,0.02,0,0.147,10,0.0184,0.0094,0.029,0.027,"HQB061590",0
0.007,0.0026,1,0,0.02,0.02,0,0.082,24,0.0101,0.0031,0.021,0.02,"HQA135270",0.003
0.006,0.0523,0,0,0.011,0.02,0,0.306,33,0.0143,0.0026,0.03,0.029,"HQD010000",0.001
0.007,0.1434,0,0,0.018,0.03,0,0.899,35,0.0131,0.0028,0.02,0.018,"HQA117090",0.002
0.006,0.002,0,2,0.01,0.02,0,0.14,11,0.0091,0.0029,0.026,0.025,"HQA106730",0.002
0.006,0.0228,0,1,0.012,0.02,0,0.171,13,0.0065,0.0039,0.022,0.02,"HQY127050",0
0.004,0.0337,0,0,0.011,0.02,0,0.205,22,0.0118,0.0031,0.024,0.023,"HQJ150520",0
0.006,0.046,0,0,0.01,0.02,0,0.186,11,0.009,0.0029,0.03,0.029,"HQD074440",0
0.007,0.0017,0,1,0.099,0.03,0,0.135,15,0.0183,0.0106,0.031,0.03,"HQY126140",0
0.007,0.0423,0,0,0.011,0.02,0,0.204,13,0.0101,0.003,0.022,0.021,"HQZ045980",0
0.006,0.0357,0,0,0.012,0.02,0,0.195,17,0.0066,0.0031,0.024,0.023,"HQB089430",0
0.006,0.0016,7,3,0.059,0.02,0,0.195,19,0.0456,0.0101,0.036,0.034,"HQX137690",0.001
0.007,0.0014,7,1,0.057,0.02,0,0.194,13,0.0439,0.0082,0.041,0.04,"HQZ046620",0.001
0.004,0.0375,0,1,0.012,0.02,0,0.191,17,0.0074,0.0036,0.026,0.025,"HQG081030",0
0.003,0.0376,0,1,0.012,0.01,0,0.138,22,0.0092,0.003,0.027,0.026,"HQY053740",0
0.004,0.0024,16,1,0.066,0.08,0,0.55,19,0.0148,0.0035,0.022,0.022,"HQJ144230",0.002
0.006,0.042,0,0,0.017,0.02,0,0.202,22,0.0083,0.0028,0.025,0.022,"HQC133070",0
0.006,0.0414,0,0,0.015,0.02,0,0.188,11,0.0086,0.003,0.035,0.034,"HQD074630",0
0.006,0.019,0,0,0.016,0.02,0,0.188,16,0.0083,0.0031,0.022,0.021,"HQE077080",0
0.005,0.1631,0,0,0.032,0.02,0,0.831,36,0.013,0.0037,0.032,0.03,"HQH086370",0.001
0.005,0.0351,16,0,0.019,0.02,0,0.203,42,0.0062,0.0032,0.025,0.024,"HQF136760",0
0.004,0.0048,12,1,0.098,0.02,0.06,0.595,23,0.0791,0.0112,0.059,0.057,"HQJ049300",0.002
0.006,0.0404,0,0,0.017,0.02,0,0.221,21,0.0058,0.003,0.027,0.025,"HQY119490",0
0.006,0.0014,0,0,0.015,0.02,0,0.079,11,0.0082,0.0035,0.028,0.025,"HQZ095630",0.003
0.005,0.0406,0,0,0.018,0.02,0,0.206,21,0.01,0.0029,0.023,0.02,"HQE100540",0
0.005,0.0384,0,0,0.022,0.02,0,0.191,24,0.0084,0.0036,0.029,0.028,"HQF129070",0
0.005,0.0014,5,0,0.056,0.02,0,0.191,17,0.0425,0.0086,0.038,0.037,"HQA067220",0.001
0.006,0.114,0,0,0.01,0.02,0,0.307,35,0.0132,0.0023,0.028,0.027,"HQZ095820",0.001
0.006,0.0486,0,0,0.011,0.02,0,0.289,32,0.009,0.0028,0.04,0.038,"HQX157050",0
0.008,0.0468,0,0,0.012,0.02,0,0.186,19,0.0081,0.0028,0.028,0.027,"HQA081560",0
0.005,0.0488,0,0,0.01,0.02,0,0.287,26,0.0086,0.0027,0.031,0.03,"HQG036110",0.001
0.005,0.1212,0,1,0.017,0.02,0,0.443,28,0.0092,0.0041,0.026,0.024,"HQB113160",0
0.007,0.0735,2,0,0.012,0.02,0,0.905,29,0.0192,0.0029,0.027,0.026,"HQY153030",0.001
0.006,0.0382,0,0,0.012,0.02,0,0.191,23,0.0115,0.003,0.02,0.019,"HQX030150",0
0.004,0.0022,0,0,0.012,0.02,0,0.144,14,0.0097,0.0027,0.025,0.024,"HQE008760",0.001
0.006,0.0348,0,2,0.012,0.01,0,0.204,16,0.0078,0.0036,0.022,0.021,"HQB030230",0
0.005,0.0347,0,0,0.027,0.03,0,0.185,15,0.0087,0.007,0.024,0.022,"HQZ087870",0
0.005,0.0015,0,0,0.009,0.02,0,0.079,11,0.0087,0.003,0.027,0.025,"HQE052780",0.002
0.005,0.002,0,0,0.017,0.02,0,0.065,15,0.0087,0.0041,0.032,0.03,"HQF092200",0.002
0.006,0.1485,0,1,0.014,0.02,0,0.799,30,0.01,0.0026,0.031,0.029,"HQC091920",0.001
0.007,0.1142,0,3,0.017,0.02,0,0.439,30,0.0089,0.003,0.031,0.029,"HQY137780",0.001
0.005,0.0354,11,1,0.018,0.02,0,0.242,20,0.0086,0.0043,0.037,0.036,"HQA007810",0
0.006,0.0371,0,0,0.015,0.02,0,0.189,26,0.0093,0.0032,0.028,0.027,"HQA133450",0
0.005,0.0341,0,1,0.01,0.02,0,0.186,11,0.0103,0.0031,0.024,0.024,"HQD145650",0
0.005,0.0345,0,0,0.014,0.02,0,0.185,21,0.0068,0.0029,0.027,0.026,"HQJ082250",0
0.006,0.0018,0,1,0.016,0.02,0,0.069,17,0.0088,0.0033,0.029,0.028,"HQA047780",0.003
0.005,0.0018,0,0,0.008,0.01,0,0.086,13,0.0094,0.0034,0.027,0.026,"HQG165470",0.001
0.005,0.0507,0,0,0.011,0.02,0,0.304,42,0.0101,0.0034,0.028,0.027,"HQZ065150",0
0.004,0.0023,0,1,0.017,0.02,0,0.143,8,0.0109,0.0032,0.033,0.032,"HQH094410",0.002
0.006,0.0393,0,0,0.009,0.02,0,0.194,25,0.0099,0.0032,0.022,0.02,"HQD043500",0
0.006,0.041,12,1,0.014,0.02,0,0.25,21,0.0102,0.0036,0.032,0.03,"HQY089170",0
0.006,0.1739,0,1,0.019,0.02,0,0.44,29,0.0073,0.0032,0.021,0.019,"HQY073410",0
0.005,0.0403,0,1,0.012,0.02,0,0.177,21,0.0085,0.0036,0.022,0.021,"HQG036490",0
0.005,0.0014,6,0,0.052,0.03,0,0.185,18,0.0466,0.0097,0.036,0.036,"HQF140490",0.001
0.006,0.0024,0,0,0.022,0.01,0,0.101,12,0.0091,0.0038,0.033,0.03,"HQC037580",0.001
0.005,0.0023,0,0,0.014,0.02,0,0.085,12,0.0091,0.0036,0.03,0.029,"HQE116820",0.002
0.005,0.0015,0,0,0.025,0.02,0,0.089,16,0.01,0.0035,0.034,0.034,"HQH004570",0.001
0.005,0.0749,2,0,0.012,0.02,0,0.887,32,0.0186,0.0027,0.027,0.025,"HQZ063790",0.001
0.004,0.002,0,1,0.016,0.02,0,0.152,15,0.009,0.0034,0.033,0.032,"HQH095130",0.002
0.006,0.0018,0,0,0.011,0.02,0,0.098,16,0.0095,0.0031,0.03,0.028,"HQA030870",0
0.005,0.0391,0,0,0.017,0.02,0,0.192,17,0.0085,0.0036,0.022,0.022,"HQB133170",0
0.006,0.0018,0,0,0.019,0.02,0,0.06,21,0.0066,0.0034,0.032,0.029,"HQY090180",0.002
0.006,0.0182,0,0,0.008,0.01,0,0.206,18,0.0069,0.0035,0.026,0.024,"HQY115630",0
0.006,0.0017,0,0,0.013,0.02,0,0.145,16,0.0095,0.0028,0.024,0.022,"HQX003670",0.002
0.006,0.0398,0,0,0.026,0.01,0,0.206,27,0.0085,0.0035,0.026,0.024,"HQC094190",0
0.006,0.0398,0,0,0.011,0.02,0,0.191,34,0.0081,0.004,0.029,0.028,"HQY002640",0
0.006,0.0378,0,1,0.01,0.01,0,0.149,23,0.0074,0.0023,0.028,0.026,"HQD011630",0
0.005,0.0015,0,0,0.02,0.02,0,0.159,19,0.0081,0.0032,0.029,0.028,"HQE048500",0.002
0.006,0.0194,0,0,0.02,0.02,0,0.182,21,0.0058,0.0105,0.03,0.028,"HQE065760",0
0.007,0.0407,0,0,0.007,0.02,0,0.196,23,0.0065,0.003,0.026,0.025,"HQD029800",0
0.005,0.0016,0,0,0.012,0.02,0,0.101,17,0.0095,0.0038,0.03,0.027,"HQZ121730",0.001
0.006,0.0019,0,0,0.013,0.06,0.02,0.144,19,0.0568,0.0039,0.037,0.036,"HQY020150",0
0.005,0.0044,10,0,0.094,0.02,0.06,0.603,18,0.0869,0.0093,0.05,0.048,"HQF101220",0.002
0.006,0.002,0,0,0.014,0.03,0,0.109,16,0.0125,0.0035,0.027,0.026,"HQB118710",0.002
0.004,0.0176,0,0,0.018,0.02,0,0.142,20,0.0081,0.0035,0.033,0.032,"HQF055600",0
0.005,0.0342,0,0,0.016,0.02,0,0.195,17,0.0091,0.0047,0.022,0.021,"HQZ031330",0
0.005,0.0385,0,0,0.017,0.02,0,0.19,30,0.0085,0.003,0.021,0.02,"HQE053970",0
0.005,0.0014,0,0,0.022,0.02,0,0.062,13,0.0072,0.0035,0.032,0.031,"HQB153490",0.002
0.005,0.0021,0,0,0.02,0.02,0,0.076,18,0.0095,0.0035,0.031,0.03,"HQE080410",0.003
0.006,0.0363,0,0,0.019,0.01,0,0.185,29,0.008,0.0028,0.045,0.044,"HQB036750",0
0.005,0.0371,0,0,0.018,0.02,0,0.203,21,0.0109,0.0025,0.022,0.02,"HQC029480",0
0.005,0.0018,0,0,0.019,0.01,0,0.059,16,0.0062,0.0034,0.033,0.032,"HQB152460",0.002
0.005,0.1551,0,1,0.02,0.01,0,0.803,28,0.0079,0.0022,0.034,0.033,"HQJ110390",0
0.007,0.0018,0,1,0.018,0.03,0,0.08,19,0.0097,0.0038,0.026,0.024,"HQZ042090",0.003
0.007,0.0031,0,0,0.017,0.03,0,0.143,16,0.0095,0.0033,0.017,0.016,"HQA077290",0.001
0.005,0.1883,0,0,0.031,0.02,0,0.895,35,0.014,0.0033,0.014,0.012,"HQD105010",0.001
0.006,0.0586,0,0,0.023,0.02,0,0.772,33,0.0086,0.0026,0.028,0.027,"HQB009860",0
0.006,0.0382,0,0,0.012,0.02,0,0.2,14,0.0076,0.0029,0.029,0.028,"HQD074620",0
0.004,0.0154,21,0,0.01,0.02,0,0.133,14,0.0102,0.0039,0.035,0.034,"HQF117250",0
0.005,0.1935,0,1,0.024,0.02,0,0.845,30,0.0113,0.0037,0.023,0.022,"HQX067330",0.001
0.005,0.0021,0,0,0.097,0.02,0,0.145,13,0.0179,0.0096,0.034,0.032,"HQC045750",0
0.005,0.0179,0,0,0.008,0.02,0,0.195,14,0.0088,0.0024,0.027,0.024,"HQD018480",0
0.005,0.0015,6,1,0.055,0.02,0,0.189,18,0.0436,0.0088,0.039,0.037,"HQG138390",0.001
0.007,0.0021,0,0,0.016,0.02,0,0.064,28,0.0057,0.0048,0.029,0.027,"HQZ096460",0.003
0.004,0.0175,0,0,0.023,0.02,0,0.139,10,0.0103,0.0036,0.028,0.027,"HQF055520",0
0.005,0.0019,0,0,0.012,0.02,0,0.091,15,0.0104,0.0033,0.02,0.02,"HQJ085330",0
0.007,0.0393,0,0,0.012,0.02,0,0.192,21,0.0104,0.0029,0.028,0.026,"HQX019070",0
0.005,0.0486,0,0,0.009,0.01,0,0.307,22,0.0073,0.0033,0.021,0.02,"HQZ065190",0
0.006,0.0658,0,1,0.012,0.02,0,0.821,26,0.0116,0.0029,0.03,0.028,"HQZ124170",0.001
0.006,0.0014,4,0,0.057,0.02,0,0.209,19,0.043,0.008,0.038,0.036,"HQC042530",0.001
0.006,0.0392,0,0,0.028,0.03,0,0.199,27,0.0086,0.003,0.028,0.027,"HQY018940",0
0.004,0.0388,11,0,0.027,0.02,0,0.198,15,0.006,0.0037,0.021,0.02,"HQF098210",0
0.006,0.0018,5,1,0.063,0.02,0,0.211,18,0.0471,0.0102,0.04,0.038,"HQZ077430",0.001
0.006,0.0406,0,0,0.018,0.02,0,0.154,22,0.0086,0.0029,0.028,0.026,"HQX161810",0
0.006,0.0395,0,0,0.012,0.03,0,0.142,17,0.011,0.003,0.023,0.021,"HQB133090",0
0.006,0.0016,0,0,0.022,0.06,0.02,0.143,17,0.048,0.0041,0.022,0.021,"HQB083060",0
0.006,0.1233,0,0,0.021,0.03,0,0.302,25,0.0115,0.0033,0.019,0.018,"HQX055330",0.001
0.006,0.063,0,6,0.01,0.02,0,0.792,30,0.0108,0.002,0.031,0.03,"HQD016700",0.001
0.004,0.0015,0,0,0.021,0.02,0,0.136,14,0.0118,0.0032,0.017,0.016,"HQE009770",0.001
0.007,0.0367,0,0,0.014,0.02,0,0.153,17,0.0084,0.0038,0.022,0.021,"HQZ041190",0
0.005,0.0014,5,0,0.057,0.02,0,0.224,18,0.0437,0.0092,0.039,0.038,"HQH058020",0.001
0.006,0.0388,0,0,0.007,0.02,0,0.182,23,0.0097,0.0034,0.019,0.018,"HQE019720",0
0.007,0.0434,0,4,0.011,0.02,0,0.191,20,0.0122,0.0034,0.02,0.018,"HQA099220",0
0.006,0.0404,1,0,0.013,0.02,0,0.199,20,0.0083,0.0032,0.021,0.02,"HQA059630",0
0.005,0.0022,0,0,0.019,0.02,0,0.143,15,0.0102,0.0038,0.027,0.027,"HQD147290",0.002
0.005,0.0025,16,1,0.065,0.07,0,0.537,18,0.0136,0.0044,0.024,0.021,"HQG163160",0.002
0.006,0.037,0,0,0.019,0.02,0,0.205,18,0.0056,0.003,0.03,0.029,"HQB087260",0
0.005,0.002,0,1,0.097,0.02,0,0.144,16,0.0184,0.0091,0.033,0.031,"HQX146940",0
0.007,0.1292,0,0,0.012,0.02,0,0.903,36,0.0083,0.0023,0.024,0.023,"HQY124990",0
0.005,0.0016,0,0,0.014,0.02,0,0.091,18,0.0094,0.0036,0.029,0.027,"HQZ123190",0.001
0.006,0.0371,0,0,0.015,0.01,0,0.197,28,0.0056,0.0022,0.026,0.025,"HQC107930",0
0.006,0.0384,0,0,0.022,0.02,0,0.196,26,0.008,0.0037,0.037,0.036,"HQF003430",0
0.004,0.1107,0,0,0.022,0.02,0,0.341,28,0.0118,0.0033,0.026,0.025,"HQG057550",0
0.004,0.034,0,0,0.015,0.02,0,0.177,17,0.008,0.0031,0.024,0.022,"HQF121510",0
0.006,0.002,0,0,0.014,0.03,0,0.109,16,0.0125,0.0035,0.027,0.026,"HQB118700",0.002
0.006,0.0016,0,0,0.009,0.02,0,0.09,19,0.0104,0.003,0.026,0.025,"HQE024560",0.001
0.004,0.0541,0,0,0.018,0.02,0,0.79,36,0.0095,0.0024,0.037,0.034,"HQE012210",0.001
0.005,0.0351,0,0,0.018,0.02,0,0.193,22,0.0119,0.0033,0.02,0.018,"HQC029960",0
0.005,0.0017,0,2,0.017,0.05,0.02,0.14,10,0.0504,0.0038,0.033,0.031,"HQZ066750",0
0.004,0.0015,0,1,0.051,0.03,0,0.143,16,0.0527,0.0092,0.037,0.036,"HQF138980",0
0.006,0.002,0,2,0.011,0.02,0,0.09,14,0.0096,0.0036,0.025,0.024,"HQE093980",0.002
0.007,0.0011,0,0,0.019,0.02,0,0.075,14,0.0101,0.0036,0.029,0.027,"HQX157730",0.001
0.005,0.0019,0,0,0.021,0.02,0,0.093,21,0.0095,0.0041,0.024,0.024,"HQC053450",0.001
0.005,0.0024,14,0,0.06,0.07,0,0.53,21,0.0137,0.0033,0.02,0.019,"HQA006350",0.001
0.007,0.0637,0,0,0.02,0.01,0,0.354,23,0.0077,0.0024,0.034,0.033,"HQB014270",0
0.004,0.0022,0,0,0.013,0.02,0,0.102,22,0.0094,0.0026,0.027,0.025,"HQC005730",0.001
0.006,0.0442,0,4,0.012,0.02,0,0.295,29,0.0115,0.0025,0.034,0.032,"HQX158390",0
0.006,0.0584,0,0,0.016,0.02,0,0.792,33,0.0096,0.0031,0.029,0.028,"HQE063390",0
0.004,0.0352,0,0,0.015,0.02,0,0.191,19,0.0077,0.0032,0.028,0.024,"HQG129590",0
0.005,0.0405,0,1,0.019,0.02,0,0.293,29,0.008,0.0032,0.033,0.03,"HQX110170",0
0.006,0.0019,5,2,0.009,0.02,0,0.699,15,0.0583,0.0035,0.035,0.033,"HQZ064560",0.002
0.006,0.0403,0,0,0.02,0.01,0,0.2,20,0.0068,0.0035,0.025,0.023,"HQY102890",0
0.005,0.0013,1,0,0.027,0.05,0.02,0.142,15,0.052,0.0056,0.034,0.033,"HQC114790",0.001
0.004,0.0222,0,0,0.016,0.01,0,0.186,19,0.0074,0.0037,0.026,0.025,"HQJ108180",0
0.005,0.0465,0,0,0.012,0.02,0,0.293,26,0.0087,0.0029,0.025,0.024,"HQE131390",0
0.004,0.0024,0,0,0.01,0.02,0,0.072,14,0.0056,0.0034,0.027,0.026,"HQG127540",0.002
0.005,0.0012,6,0,0.053,0.02,0,0.199,16,0.0435,0.0087,0.039,0.037,"HQC034770",0
0.006,0.0013,0,0,0.009,0.02,0.01,0.067,13,0.0062,0.0031,0.032,0.031,"HQZ071980",0.003
0.008,0.0014,0,0,0.014,0.02,0,0.063,18,0.0057,0.0032,0.03,0.028,"HQD036650",0.004
0.005,0.0345,0,0,0.014,0.02,0,0.185,21,0.0068,0.0029,0.027,0.026,"HQJ082740",0
0.004,0.0358,0,0,0.022,0.03,0,0.184,12,0.0114,0.0029,0.019,0.017,"HQG005340",0
0.006,0.0415,11,0,0.01,0.02,0,0.261,21,0.0068,0.004,0.027,0.025,"HQY007720",0
