"성분AS","성분C","성분B","성분CA","성분CU","성분CR","성분MO","성분MN","성분N","성분P","성분S","성분TOTALAL","성분SOLAL","재료번호","성분V"
0.005,0.0353,0,0,0.021,0.02,0,0.192,19,0.0086,0.0029,0.021,0.02,"HQE006520",0
0.004,0.0027,0,0,0.02,0.02,0,0.139,23,0.0094,0.0031,0.028,0.027,"HQE137740",0.002
0.007,0.0729,0,0,0.015,0.02,0,0.253,111,0.0076,0.0034,0.03,0.026,"HQA095210",0
0.006,0.0396,0,0,0.009,0.05,0,0.211,68,0.0063,0.0027,0.032,0.03,"HQZ145860",0
0.005,0.0344,0,0,0.009,0.02,0,0.189,14,0.0097,0.0038,0.028,0.025,"HQZ128520",0
0.004,0.0422,0,0,0.007,0.02,0,0.185,25,0.0132,0.0026,0.027,0.026,"HQG090000",0
0.006,0.0353,0,0,0.017,0.02,0,0.182,20,0.0067,0.0039,0.029,0.028,"HQZ100810",0
0.004,0.0018,0,1,0.01,0.02,0,0.063,15,0.0072,0.003,0.03,0.026,"HQH142590",0.004
0.005,0.0424,0,0,0.011,0.02,0,0.192,24,0.0107,0.0031,0.026,0.024,"HQX113780",0
0.007,0.0602,0,0,0.014,0.02,0,0.795,32,0.0085,0.0032,0.038,0.036,"HQX130960",0.001
0.006,0.0215,0,0,0.023,0.03,0,0.193,15,0.0114,0.0044,0.029,0.027,"HQE084710",0
0.004,0.0667,0,0,0.016,0.02,0,0.476,34,0.0108,0.0025,0.044,0.042,"HQJ061780",0.001
0.004,0.0544,0,1,0.023,0.02,0,0.758,35,0.0132,0.0028,0.028,0.027,"HQH087670",0.001
0.005,0.0543,0,0,0.046,0.03,0.01,0.779,32,0.0104,0.0027,0.032,0.026,"HQF104640",0.001
0.006,0.0215,0,0,0.023,0.03,0,0.193,15,0.0114,0.0044,0.029,0.027,"HQE084680",0
0.005,0.039,0,1,0.016,0.02,0,0.151,27,0.0087,0.0037,0.031,0.029,"HQH031920",0
0.004,0.0017,0,0,0.009,0.01,0,0.072,14,0.0093,0.0031,0.029,0.027,"HQF028950",0.002
0.006,0.0019,0,1,0.011,0.02,0,0.09,16,0.0096,0.003,0.031,0.03,"HQJ081170",0.001
0.006,0.0371,0,1,0.012,0.02,0,0.142,16,0.0063,0.0035,0.028,0.027,"HQY091130",0
0.006,0.0427,0,0,0.009,0.02,0,0.193,17,0.0091,0.0032,0.021,0.019,"HQZ068130",0
0.005,0.0402,0,4,0.016,0.02,0,0.192,13,0.01,0.0038,0.028,0.028,"HQE001450",0
0.006,0.0366,0,0,0.016,0.02,0,0.208,17,0.0069,0.0039,0.029,0.026,"HQY103100",0
0.006,0.0424,0,0,0.016,0.02,0,0.209,23,0.009,0.0033,0.029,0.028,"HQA015970",0
0.006,0.1204,0,0,0.01,0.02,0,0.297,40,0.0115,0.0024,0.023,0.022,"HQX023620",0.001
0.004,0.0622,1,0,0.012,0.01,0,0.349,26,0.0053,0.0022,0.035,0.034,"HQJ117470",0
0.005,0.0334,12,2,0.013,0.02,0,0.229,16,0.0081,0.0035,0.03,0.028,"HQE125130",0
0.006,0.0366,0,0,0.025,0.02,0,0.196,17,0.0078,0.003,0.019,0.017,"HQA141990",0
0.004,0.0192,14,0,0.011,0.01,0,0.139,20,0.0052,0.0028,0.034,0.032,"HQJ087670",0
0.004,0.1414,0,0,0.017,0.02,0,0.811,30,0.012,0.0024,0.027,0.026,"HQG140940",0
0.005,0.079,1,0,0.019,0.02,0,0.909,41,0.0195,0.0029,0.027,0.026,"HQF123870",0.001
0.006,0.0021,0,0,0.019,0.02,0,0.089,12,0.0092,0.004,0.035,0.034,"HQE088830",0.001
0.007,0.0385,0,52,0.013,0.01,0,0.207,28,0.0066,0.0029,0.023,0.021,"HQA114350",0
0.005,0.0367,0,0,0.031,0.02,0,0.19,33,0.0083,0.0038,0.032,0.031,"HQF129830",0
0.004,0.0347,0,1,0.02,0.02,0,0.196,21,0.0069,0.0039,0.024,0.023,"HQF075250",0
0.005,0.1772,0,0,0.01,0.02,0,0.44,22,0.013,0.0021,0.03,0.024,"HQD077000",0
0.004,0.0404,0,0,0.019,0.02,0,0.193,15,0.0102,0.0042,0.028,0.026,"HQH078510",0
0.004,0.0203,0,0,0.018,0.02,0,0.186,12,0.0081,0.0034,0.028,0.024,"HQH055510",0
0.005,0.0604,0,0,0.022,0.02,0,0.354,37,0.0105,0.0051,0.038,0.036,"HQE142340",0.001
0.004,0.0777,0,0,0.018,0.02,0,0.447,32,0.0097,0.003,0.02,0.02,"HQG109100",0.001
0.007,0.0377,0,0,0.009,0.02,0,0.195,12,0.0099,0.0029,0.023,0.022,"HQE019300",0
0.007,0.0016,0,2,0.01,0.01,0,0.057,20,0.0087,0.0026,0.034,0.032,"HQX043090",0.001
0.006,0.0378,0,2,0.016,0.02,0,0.182,18,0.0086,0.0031,0.021,0.02,"HQA059660",0
0.006,0.0391,0,0,0.015,0.02,0,0.195,29,0.0078,0.0039,0.029,0.027,"HQZ073570",0
0.004,0.0023,0,0,0.009,0.01,0,0.096,14,0.0096,0.0028,0.028,0.026,"HQJ123790",0.001
0.005,0.109,0,0,0.016,0.02,0,0.438,20,0.0104,0.0028,0.021,0.02,"HQZ150560",0
0.004,0.0404,0,0,0.011,0.02,0,0.186,14,0.01,0.0033,0.017,0.016,"HQH164030",0
0.007,0.0479,0,0,0.02,0.02,0,0.303,27,0.0083,0.0037,0.034,0.032,"HQY132090",0
0.004,0.0403,0,0,0.018,0.02,0,0.196,26,0.0075,0.0025,0.017,0.016,"HQC063160",0
0.004,0.0386,0,0,0.023,0.02,0,0.212,18,0.008,0.0035,0.026,0.023,"HQD094500",0
0.005,0.0266,0,0,0.01,0.01,0,0.183,18,0.0072,0.0036,0.01,0.009,"HQF069850",0
0.005,0.0576,0,1,0.02,0.01,0,0.807,33,0.0069,0.0021,0.036,0.034,"HQG007300",0.001
0.005,0.0025,0,0,0.009,0.02,0,0.085,13,0.0087,0.0029,0.027,0.026,"HQD088340",0.002
0.004,0.1456,1,0,0.016,0.02,0,0.497,33,0.0116,0.0028,0.022,0.022,"HQH132860",0.001
0.005,0.0392,0,0,0.01,0.02,0,0.192,16,0.0094,0.0025,0.028,0.028,"HQD121570",0
0.006,0.0018,0,0,0.01,0.02,0,0.092,18,0.01,0.0029,0.023,0.021,"HQB099100",0.001
0.006,0.0426,0,0,0.022,0.02,0,0.19,19,0.0078,0.0035,0.036,0.032,"HQE096580",0
0.004,0.0378,0,1,0.016,0.02,0,0.196,23,0.0097,0.0035,0.021,0.02,"HQH073300",0
0.005,0.032,0,0,0.009,0.02,0,0.188,21,0.009,0.0021,0.028,0.028,"HQD122940",0
0.004,0.1509,1,1,0.025,0.02,0,0.811,32,0.0121,0.0033,0.021,0.021,"HQJ046980",0.002
0.006,0.0369,0,1,0.013,0.02,0,0.186,32,0.0065,0.0032,0.023,0.022,"HQZ106970",0
0.007,0.0425,18,0,0.02,0.02,0,0.193,23,0.0112,0.0035,0.021,0.019,"HQX027480",0
0.004,0.0388,0,0,0.019,0.02,0,0.185,24,0.0089,0.0031,0.015,0.014,"HQC062940",0
0.005,0.0016,0,1,0.009,0.03,0,0.11,18,0.0097,0.0032,0.029,0.029,"HQD134680",0.001
0.004,0.1156,0,1,0.021,0.03,0,0.484,36,0.0101,0.0034,0.024,0.023,"HQG070460",0.001
0.004,0.0384,0,0,0.012,0.01,0,0.204,21,0.0102,0.0031,0.039,0.037,"HQH151670",0
0.004,0.0733,2,0,0.022,0.03,0,0.886,32,0.0194,0.0024,0.029,0.025,"HQG148790",0.001
0.006,0.0371,0,0,0.01,0.02,0,0.193,21,0.0102,0.0027,0.025,0.024,"HQB076620",0
0.006,0.0011,0,0,0.012,0.02,0,0.089,16,0.0095,0.0038,0.032,0.03,"HQZ095680",0.003
0.005,0.0019,0,0,0.023,0.02,0,0.071,19,0.0059,0.0033,0.033,0.032,"HQY087230",0.003
0.006,0.0016,0,0,0.01,0.02,0,0.061,17,0.0041,0.0035,0.031,0.029,"HQY110240",0.003
0.006,0.0574,0,0,0.02,0.02,0,0.347,27,0.0091,0.0037,0.039,0.038,"HQZ006900",0.001
0.006,0.0017,16,1,0.064,0.07,0,0.556,11,0.0142,0.0033,0.026,0.023,"HQA002990",0.002
0.005,0.0369,0,0,0.024,0.01,0,0.182,17,0.0095,0.003,0.022,0.021,"HQF141240",0
0.006,0.04,0,0,0.01,0.02,0,0.139,20,0.0082,0.0025,0.027,0.025,"HQX039860",0
0.006,0.078,2,0,0.021,0.03,0,1.056,31,0.0195,0.0024,0.031,0.03,"HQC060910",0.002
0.005,0.0375,0,0,0.015,0.02,0,0.195,20,0.0073,0.0038,0.022,0.018,"HQC116840",0
0.006,0.0364,0,0,0.012,0.02,0,0.2,20,0.0093,0.0032,0.032,0.028,"HQD035900",0
0.007,0.0375,0,0,0.016,0.02,0,0.211,21,0.0061,0.0031,0.023,0.022,"HQA151050",0
0.006,0.0357,0,0,0.009,0.01,0,0.174,18,0.0084,0.0025,0.026,0.026,"HQD021240",0
0.006,0.0552,0,0,0.022,0.02,0,0.35,33,0.0075,0.0027,0.028,0.027,"HQX135090",0
0.004,0.0018,0,0,0.012,0.02,0,0.096,26,0.0091,0.0028,0.029,0.028,"HQJ040550",0.001
0.005,0.038,18,0,0.018,0.02,0,0.196,20,0.0077,0.0038,0.023,0.023,"HQD079270",0
0.004,0.0577,0,0,0.011,0.01,0,0.347,30,0.0076,0.0021,0.043,0.041,"HQH159920",0
0.006,0.1897,0,1,0.012,0.01,0,0.784,46,0.0095,0.0024,0.032,0.031,"HQH030980",0.001
0.005,0.0571,0,0,0.028,0.02,0,0.788,26,0.0124,0.003,0.037,0.032,"HQG000980",0.001
0.005,0.0407,0,0,0.01,0.02,0,0.194,21,0.0079,0.0034,0.03,0.03,"HQD059710",0
0.006,0.038,0,0,0.008,0.01,0,0.21,16,0.0066,0.0024,0.02,0.018,"HQB027270",0
0.004,0.044,13,0,0.015,0.02,0,0.198,21,0.0116,0.0037,0.026,0.024,"HQJ124700",0
0.005,0.0784,0,0,0.02,0.02,0,0.297,28,0.0081,0.0025,0.023,0.022,"HQH100020",0
0.005,0.1225,0,1,0.014,0.02,0,0.461,31,0.0089,0.0025,0.025,0.023,"HQA004010",0.001
0.008,0.002,0,0,0.009,0.02,0,0.059,18,0.0066,0.0028,0.023,0.021,"HQB017650",0.003
0.006,0.0401,0,0,0.012,0.02,0,0.199,23,0.0083,0.0031,0.023,0.021,"HQZ008610",0
0.005,0.0018,0,1,0.011,0.02,0,0.064,14,0.0059,0.0034,0.03,0.027,"HQZ042480",0.003
0.006,0.1713,0,0,0.012,0.01,0,0.492,28,0.0102,0.0023,0.022,0.021,"HQX004890",0
0.006,0.0454,0,0,0.009,0.01,0,0.194,21,0.0083,0.0033,0.023,0.022,"HQA059800",0
0.004,0.0392,0,0,0.012,0.01,0,0.205,32,0.0082,0.0027,0.028,0.027,"HQC075440",0
0.006,0.0407,1,0,0.016,0.02,0,0.196,15,0.0088,0.0034,0.023,0.023,"HQA057130",0
0.004,0.036,0,0,0.012,0.02,0,0.186,25,0.0091,0.0032,0.02,0.02,"HQF046810",0
0.005,0.0382,0,0,0.009,0.01,0,0.18,28,0.0068,0.0028,0.023,0.022,"HQG154260",0
0.006,0.0203,13,0,0.012,0.02,0,0.157,13,0.0076,0.0034,0.027,0.025,"HQZ002830",0
0.005,0.023,0,0,0.021,0.02,0,0.183,21,0.0083,0.0041,0.022,0.022,"HQH054570",0
0.005,0.0017,4,0,0.053,0.02,0,0.201,20,0.0486,0.009,0.034,0.032,"HQZ133430",0
0.006,0.1452,0,1,0.02,0.02,0,0.809,37,0.0104,0.0026,0.026,0.024,"HQX090940",0.001
0.007,0.0401,0,0,0.012,0.02,0,0.195,21,0.007,0.0037,0.025,0.023,"HQY156470",0
0.005,0.0392,0,0,0.02,0.02,0,0.193,25,0.0097,0.0034,0.027,0.027,"HQC031670",0
0.005,0.1871,0,2,0.015,0.02,0,0.816,27,0.0115,0.003,0.022,0.019,"HQX112260",0.001
0.004,0.0344,0,0,0.026,0.02,0,0.193,14,0.0115,0.0042,0.022,0.022,"HQF101070",0
0.005,0.1203,0,0,0.028,0.03,0,0.315,22,0.0106,0.0027,0.026,0.024,"HQG021470",0
0.005,0.1872,0,0,0.03,0.02,0,0.817,30,0.0118,0.0028,0.024,0.022,"HQF155380",0
0.005,0.0025,16,1,0.071,0.07,0,0.514,13,0.0147,0.0033,0.034,0.032,"HQH028150",0.002
0.005,0.115,0,0,0.01,0.02,0,0.288,27,0.0093,0.0028,0.032,0.031,"HQH139240",0
0.005,0.041,0,0,0.017,0.02,0,0.2,22,0.0075,0.0031,0.024,0.021,"HQH047820",0
0.004,0.0202,0,0,0.009,0.01,0,0.141,16,0.0075,0.0033,0.034,0.032,"HQG037020",0
0.005,0.0016,4,0,0.053,0.03,0,0.194,16,0.0444,0.0083,0.036,0.034,"HQE007270",0.001
0.006,0.0385,0,0,0.013,0.02,0,0.212,20,0.0073,0.0037,0.023,0.021,"HQX061850",0
0.005,0.0576,0,0,0.019,0.02,0,0.803,48,0.0088,0.0021,0.03,0.029,"HQE008850",0.001
0.006,0.0021,0,0,0.015,0.02,0,0.146,17,0.0104,0.0037,0.022,0.021,"HQZ113480",0.001
0.006,0.1454,0,1,0.026,0.02,0,0.844,30,0.0115,0.0026,0.023,0.022,"HQX102300",0.001
0.004,0.0771,0,0,0.015,0.02,0,0.443,23,0.0121,0.0022,0.024,0.023,"HQJ144010",0
0.004,0.0011,6,0,0.052,0.02,0,0.196,16,0.0408,0.0096,0.04,0.038,"HQH144810",0.001
0.004,0.0403,0,0,0.018,0.01,0,0.198,25,0.0077,0.0032,0.026,0.025,"HQJ009000",0
0.005,0.0381,0,0,0.013,0.02,0,0.194,20,0.011,0.0026,0.023,0.021,"HQG026660",0
0.005,0.002,0,1,0.009,0.02,0,0.117,18,0.0109,0.0037,0.027,0.026,"HQD118210",0.001
0.004,0.1112,0,0,0.01,0.02,0,0.468,27,0.0131,0.0029,0.022,0.02,"HQG134810",0
0.005,0.0434,0,0,0.01,0.02,0,0.214,18,0.0085,0.0033,0.023,0.021,"HQZ109550",0
0.007,0.0442,0,0,0.011,0.02,0,0.195,26,0.0079,0.0026,0.028,0.027,"HQD038610",0
0.005,0.0379,0,0,0.008,0.02,0,0.181,12,0.0079,0.0029,0.023,0.022,"HQE030280",0
0.005,0.1055,0,1,0.018,0.02,0,0.435,22,0.0137,0.0033,0.016,0.015,"HQH034430",0
0.005,0.0475,0,0,0.009,0.02,0,0.195,22,0.0094,0.0027,0.018,0.016,"HQC138530",0
0.005,0.0378,0,0,0.012,0.02,0,0.21,22,0.0079,0.0033,0.021,0.02,"HQZ144570",0
0.005,0.0767,1,0,0.01,0.02,0,0.608,41,0.0193,0.0031,0.028,0.027,"HQJ086330",0.001
0.005,0.0379,12,0,0.025,0.02,0,0.243,23,0.0061,0.0035,0.034,0.032,"HQA008060",0
0.006,0.0771,0,0,0.01,0.02,0,0.289,28,0.0098,0.0028,0.027,0.025,"HQA053720",0
0.006,0.0019,0,0,0.011,0.05,0.02,0.151,12,0.0465,0.0033,0.036,0.034,"HQC073610",0
0.006,0.0394,0,13,0.017,0.02,0,0.189,17,0.0073,0.0034,0.019,0.016,"HQC102540",0
0.005,0.0022,0,0,0.021,0.03,0,0.095,21,0.01,0.0035,0.023,0.023,"HQD104840",0.001
0.006,0.02,0,0,0.016,0.02,0,0.185,18,0.0081,0.0096,0.021,0.02,"HQC080420",0
0.006,0.0374,0,2,0.019,0.02,0,0.195,19,0.0076,0.004,0.027,0.023,"HQF001030",0
0.004,0.0402,0,0,0.016,0.02,0,0.195,18,0.0123,0.0036,0.029,0.028,"HQF127580",0
0.006,0.038,0,0,0.011,0.02,0,0.199,17,0.0092,0.0045,0.028,0.026,"HQZ081750",0
0.004,0.0755,0,0,0.011,0.02,0,0.448,26,0.0125,0.0027,0.026,0.024,"HQG066350",0
0.007,0.0401,0,0,0.011,0.02,0,0.203,33,0.0088,0.003,0.021,0.02,"HQX023030",0
0.005,0.0017,0,0,0.016,0.02,0,0.098,15,0.0093,0.0035,0.035,0.033,"HQE052450",0.001
0.004,0.0757,0,0,0.018,0.02,0,0.329,26,0.0077,0.0031,0.032,0.031,"HQG108270",0
0.004,0.0172,0,0,0.009,0.02,0,0.136,16,0.0099,0.0032,0.024,0.023,"HQJ141590",0
0.006,0.1222,0,0,0.014,0.02,0,0.479,34,0.01,0.0029,0.023,0.021,"HQE155390",0
0.006,0.0014,0,0,0.01,0.05,0.02,0.149,11,0.0524,0.0037,0.037,0.032,"HQC115470",0.001
0.005,0.0548,0,0,0.018,0.02,0,0.339,20,0.0106,0.0036,0.03,0.028,"HQH000280",0.001
0.006,0.1652,0,4,0.019,0.02,0,0.503,29,0.0112,0.0028,0.023,0.02,"HQA060700",0
0.006,0.0736,1,0,0.018,0.02,0,0.587,33,0.0194,0.0028,0.031,0.03,"HQJ086560",0.001
0.004,0.0556,0,0,0.023,0.01,0,0.342,34,0.0072,0.0031,0.039,0.038,"HQJ116220",0
0.007,0.0019,0,1,0.009,0.02,0,0.089,18,0.0101,0.0033,0.018,0.016,"HQX031350",0.002
0.004,0.0016,0,1,0.017,0.02,0,0.094,18,0.0102,0.0037,0.033,0.031,"HQH144480",0.001
0.005,0.0468,0,0,0.01,0.02,0,0.331,27,0.0083,0.0031,0.027,0.026,"HQZ139040",0
0.004,0.1149,0,0,0.017,0.02,0,0.305,36,0.0064,0.0032,0.025,0.024,"HQZ015160",0
0.006,0.0019,0,0,0.01,0.01,0,0.096,22,0.0099,0.0032,0.027,0.026,"HQX031250",0.001
0.007,0.1144,0,0,0.011,0.01,0,0.304,25,0.012,0.0025,0.018,0.016,"HQX040090",0.001
0.006,0.056,0,0,0.021,0.02,0,0.342,33,0.013,0.0038,0.039,0.038,"HQF076750",0
0.004,0.1167,0,0,0.011,0.02,0,0.319,34,0.0097,0.0027,0.023,0.023,"HQH022470",0
0.006,0.037,0,0,0.011,0.02,0,0.188,17,0.0086,0.0032,0.016,0.015,"HQZ109340",0
0.007,0.0036,9,1,0.1,0.02,0.06,0.576,23,0.0802,0.0093,0.05,0.049,"HQA118040",0.002
0.004,0.0354,0,0,0.018,0.02,0,0.201,22,0.009,0.0032,0.032,0.031,"HQF093410",0
0.006,0.0021,0,1,0.015,0.02,0,0.073,16,0.008,0.0032,0.028,0.026,"HQZ004830",0.003
0.005,0.0573,0,0,0.019,0.01,0,0.786,32,0.0097,0.0035,0.033,0.031,"HQF135330",0.001
0.005,0.0189,0,0,0.013,0.02,0,0.207,18,0.0088,0.003,0.019,0.018,"HQZ116550",0
0.007,0.0383,0,0,0.016,0.02,0,0.207,21,0.007,0.0032,0.025,0.024,"HQX034280",0
0.004,0.0358,11,0,0.019,0.02,0,0.185,18,0.0068,0.0035,0.021,0.02,"HQH001310",0
0.004,0.1487,0,1,0.01,0.02,0,0.419,30,0.0083,0.0029,0.026,0.025,"HQD130920",0
0.004,0.0016,5,0,0.055,0.02,0,0.203,22,0.0443,0.0088,0.033,0.032,"HQF161180",0
0.006,0.0311,0,0,0.02,0.02,0,0.201,24,0.0131,0.0036,0.027,0.026,"HQH114530",0
0.004,0.0388,0,0,0.013,0.01,0,0.197,23,0.0076,0.0029,0.017,0.015,"HQJ160680",0
0.004,0.0042,9,1,0.099,0.02,0.06,0.572,13,0.0804,0.0094,0.053,0.052,"HQJ046760",0.002
0.006,0.0635,0,2,0.016,0.02,0,0.795,34,0.01,0.0024,0.032,0.031,"HQJ085810",0.001
0.006,0.0567,0,0,0.012,0.02,0,0.363,30,0.0082,0.0032,0.038,0.034,"HQF010560",0
0.004,0.11,0,0,0.029,0.03,0,0.48,33,0.0118,0.0032,0.022,0.021,"HQG135020",0
0.004,0.0364,0,0,0.016,0.02,0,0.184,17,0.0082,0.0034,0.022,0.022,"HQG108810",0
0.004,0.0373,0,0,0.018,0.02,0,0.187,15,0.0103,0.0037,0.025,0.024,"HQD152470",0
0.004,0.1461,0,0,0.012,0.02,0,0.487,33,0.0093,0.0027,0.018,0.018,"HQJ056530",0
0.006,0.1224,0,0,0.019,0.02,0,0.463,21,0.0148,0.0031,0.017,0.015,"HQB084350",0
0.006,0.1667,0,0,0.013,0.02,0,0.486,27,0.0097,0.0024,0.028,0.027,"HQY091040",0
0.007,0.0015,0,0,0.014,0.02,0,0.074,19,0.0089,0.0033,0.033,0.031,"HQA080600",0.001
0.005,0.0342,0,0,0.022,0.02,0,0.2,39,0.0078,0.003,0.035,0.034,"HQY066070",0
0.004,0.0397,0,0,0.011,0.02,0,0.187,16,0.0079,0.0034,0.023,0.022,"HQH100720",0
0.006,0.0018,0,0,0.009,0.02,0,0.063,18,0.0109,0.0038,0.036,0.034,"HQX017720",0.002
0.004,0.1844,0,0,0.018,0.03,0,0.838,29,0.0135,0.0033,0.026,0.024,"HQJ003330",0
0.005,0.083,0,1,0.013,0.02,0,0.436,31,0.0128,0.0034,0.032,0.031,"HQF024230",0
0.004,0.0474,0,0,0.014,0.01,0,0.302,27,0.0062,0.0025,0.034,0.032,"HQH052550",0
0.006,0.0021,0,2,0.01,0.01,0,0.072,22,0.0063,0.0031,0.032,0.029,"HQB083990",0.002
0.005,0.0573,0,0,0.023,0.03,0,0.804,33,0.0102,0.003,0.032,0.031,"HQE110770",0
0.006,0.034,0,0,0.018,0.02,0,0.212,30,0.0083,0.0027,0.032,0.03,"HQY104230",0
0.006,0.0394,0,0,0.007,0.02,0,0.192,16,0.0082,0.0037,0.024,0.022,"HQA024320",0
0.007,0.0159,0,0,0.012,0.02,0,0.187,15,0.0065,0.0028,0.024,0.022,"HQY125230",0
0.006,0.0422,0,0,0.013,0.02,0,0.215,23,0.0062,0.0037,0.025,0.023,"HQX116670",0
0.005,0.0773,3,0,0.017,0.02,0,0.895,30,0.0179,0.0023,0.024,0.024,"HQC037420",0.001
0.004,0.1184,0,0,0.033,0.02,0,0.289,31,0.008,0.0037,0.028,0.027,"HQJ033280",0
0.004,0.0161,0,0,0.016,0.02,0,0.187,15,0.0071,0.0031,0.024,0.024,"HQG110110",0
0.005,0.0473,0,0,0.024,0.02,0,0.29,31,0.0081,0.0032,0.03,0.028,"HQD092990",0
0.007,0.0729,0,0,0.015,0.02,0,0.253,111,0.0076,0.0034,0.03,0.026,"HQA095900",0
0.005,0.0372,0,0,0.025,0.03,0.01,0.196,15,0.0105,0.0038,0.012,0.011,"HQE081530",0
0.004,0.0365,0,0,0.018,0.02,0,0.198,27,0.0086,0.0027,0.031,0.03,"HQF050660",0
0.006,0.0372,13,1,0.018,0.02,0.01,0.195,17,0.0077,0.0036,0.024,0.023,"HQB055150",0
0.005,0.0455,0,0,0.018,0.02,0,0.291,26,0.009,0.0027,0.02,0.019,"HQX109030",0
0.006,0.0024,0,0,0.019,0.02,0,0.074,21,0.0076,0.0043,0.025,0.023,"HQX012250",0.003
0.006,0.1136,0,0,0.031,0.02,0,0.415,28,0.0092,0.0037,0.023,0.022,"HQY017320",0
0.008,0.0787,1,0,0.012,0.02,0,1.099,44,0.0186,0.0022,0.035,0.034,"HQD029090",0.002
0.007,0.0419,0,0,0.012,0.01,0,0.197,20,0.0069,0.003,0.022,0.021,"HQX023510",0
0.007,0.049,0,0,0.01,0.02,0,0.285,30,0.008,0.0028,0.023,0.021,"HQX036940",0
0.004,0.1488,0,0,0.012,0.02,0,0.787,32,0.0128,0.0021,0.025,0.024,"HQJ136000",0.001
0.004,0.0027,0,0,0.026,0.02,0,0.092,16,0.0104,0.004,0.03,0.03,"HQG068330",0.001
0.006,0.0587,0,0,0.012,0.01,0.01,0.348,24,0.0074,0.0028,0.036,0.034,"HQX050010",0
0.006,0.1178,0,0,0.029,0.02,0,0.446,32,0.0134,0.0026,0.039,0.038,"HQF143780",0.001
0.004,0.0346,0,0,0.01,0.02,0,0.19,22,0.0064,0.0031,0.03,0.028,"HQG012210",0
0.005,0.1744,0,1,0.019,0.02,0,0.8,37,0.0126,0.0018,0.023,0.021,"HQY029640",0.001
0.007,0.0393,0,0,0.013,0.01,0,0.206,16,0.0065,0.0033,0.022,0.022,"HQA138450",0
0.005,0.037,0,0,0.019,0.03,0,0.2,18,0.0096,0.0036,0.02,0.018,"HQZ038360",0
0.006,0.0016,0,1,0.013,0.02,0,0.072,14,0.0084,0.0036,0.022,0.02,"HQB059500",0.003
0.006,0.0587,0,0,0.012,0.01,0.01,0.348,24,0.0074,0.0028,0.036,0.034,"HQX049870",0
0.004,0.1452,0,0,0.013,0.02,0,0.496,30,0.0134,0.0036,0.017,0.017,"HQJ160910",0.001
0.006,0.0776,2,0,0.023,0.02,0,0.898,42,0.0173,0.0025,0.031,0.03,"HQZ038830",0.001
0.006,0.0394,0,1,0.012,0.01,0,0.206,19,0.0056,0.0037,0.018,0.016,"HQY130610",0
0.006,0.1366,0,1,0.029,0.03,0,0.886,27,0.0145,0.0029,0.025,0.023,"HQX103480",0.001
0.005,0.0598,0,1,0.018,0.02,0,0.338,28,0.0099,0.0035,0.039,0.038,"HQZ049530",0
0.006,0.0017,0,0,0.013,0.02,0,0.095,18,0.014,0.0038,0.03,0.027,"HQX135130",0.001
0.004,0.1202,0,0,0.013,0.01,0,0.309,25,0.0076,0.0039,0.031,0.03,"HQJ033490",0
0.005,0.0015,0,0,0.01,0.02,0,0.059,11,0.0065,0.0037,0.03,0.029,"HQF150780",0.003
0.005,0.0385,0,0,0.016,0.02,0,0.196,22,0.0108,0.0031,0.023,0.021,"HQY020730",0
0.004,0.0405,0,0,0.009,0.02,0,0.192,15,0.0083,0.0031,0.026,0.025,"HQH124310",0
0.007,0.0967,0,0,0.011,0.01,0,0.676,26,0.0101,0.0024,0.018,0.018,"HQB025930",0
0.007,0.1089,0,0,0.017,0.02,0,0.461,27,0.0136,0.0029,0.024,0.024,"HQA082680",0
0.004,0.0202,0,0,0.02,0.02,0,0.196,29,0.0097,0.0033,0.022,0.018,"HQH049440",0
0.006,0.0597,0,0,0.025,0.02,0,0.8,37,0.0104,0.0029,0.036,0.035,"HQB088570",0
0.005,0.0016,0,0,0.014,0.02,0,0.093,16,0.0103,0.0039,0.034,0.033,"HQH028430",0.001
0.006,0.0715,0,0,0.021,0.02,0,0.611,32,0.0186,0.0035,0.029,0.028,"HQZ160500",0
0.006,0.1902,0,3,0.018,0.02,0,0.477,22,0.0094,0.0031,0.034,0.033,"HQA056270",0
0.004,0.0429,0,0,0.011,0.02,0,0.212,23,0.011,0.0032,0.028,0.027,"HQJ006470",0
0.004,0.0018,0,0,0.017,0.02,0,0.093,18,0.0101,0.0043,0.033,0.032,"HQG006900",0.001
0.004,0.1844,0,0,0.018,0.03,0,0.838,29,0.0135,0.0033,0.026,0.024,"HQJ003340",0
0.006,0.1506,0,0,0.017,0.02,0,0.887,33,0.0106,0.0028,0.022,0.02,"HQX103630",0.001
0.005,0.0456,0,2,0.025,0.02,0,0.302,37,0.0085,0.003,0.026,0.024,"HQX087790",0.001
0.007,0.0427,0,0,0.021,0.03,0,0.201,21,0.0098,0.0031,0.031,0.03,"HQA095620",0
0.006,0.0764,1,0,0.018,0.02,0,0.905,35,0.0185,0.003,0.028,0.027,"HQY026360",0.002
0.005,0.0399,0,0,0.007,0.02,0,0.176,21,0.0097,0.0022,0.029,0.028,"HQX112570",0
0.006,0.0024,0,0,0.093,0.02,0,0.139,16,0.0175,0.0084,0.031,0.03,"HQA070450",0
0.003,0.0785,0,0,0.03,0.02,0,0.301,31,0.0099,0.0024,0.03,0.028,"HQG081990",0
0.004,0.147,0,0,0.031,0.02,0,0.5,32,0.0128,0.0033,0.026,0.025,"HQH131190",0.001
