"SLAB번호","정정_장입LT","전저장위치코드","발지야드포인트","스카핑여부","품명","롤단위지정구분","월구분","정정_압연작업지시LT","장입온도"
"SQ57989 041",7.6,"5GG","5A",0,"HGI","D",1,-1.7,573
"SQ73283 521",11.2,"5GG","5A",0,"HR",,7,0.1,481
"SQ60276 541",7.9,"5GG","4C",0,"GI",,2,2.5,595
"SQ80790 541",6.3,"3GB","5A",0,"HR",,9,-5.8,556
"SQ54196 031",9.4,"5GG","4C",0,"HR",,12,-2.9,437
"SQ78385 051",13.6,"5GG","4C",0,"HR",,9,-0.9,423
"SQ61164 531",13.8,"5GG","5A",0,"HR",,2,5.8,353
"SQ64055 511",10.6,"5GG","5A",0,"CR",,3,1.7,317
"SQ73640 521",12.4,"5GG","5A",0,"CR",,7,3.3,364
"SQ59598 051",16.6,"5GG","5A",0,"HGI","B",2,3.2,323
"SQ77026 031",7.2,"5GG","5A",0,"HR","B",8,-4.7,561
"SQ56460 041",8.3,"5GG","5A",0,"HR","F",1,-4.8,400
"SQ57488 561",9,"5GG","5A",0,"HGI","F",1,4.1,409
"SQ72505 551",3.3,"3GB","4C",1,"FH",,6,-4.6,368
"SQ60851 511",1.2,"3GB","5A",1,"GI","F",2,-8.7,447
"SQ71624 021",6.5,"3GB","5A",1,"CR",,6,-5.3,355
"SQ65745 531",9.3,"3GB","5A",1,"EG","F",4,-0.9,323
"SQ74489 051",6.6,"5GG","5A",0,"HR","B",7,4.8,635
"SQ53383 521",15.6,"3GB","4C",0,"HGI","D",11,6.7,349
"SQ54457 511",9.3,"5GG","5A",0,"HR","D",12,-0.1,618
"SQ50298 521",17.6,"5GG","4C",0,"FH","B",10,13.4,304
"SQ77044 541",10.5,"5GG","5A",0,"HR","D",8,3,487
"SQ72443 051",4,"5GG","5A",0,"CR",,6,-4.7,673
"SQ58690 011",12.4,"3GB","5A",0,"PO","G",1,5.6,398
"SQ75067 511",7.7,"5GG","4C",0,"HGI","F",7,1.7,626
"SQ78181 541",11.9,"5GG","5A",0,"PosMAC","B",8,-2,506
"SQ54660 041",7.9,"3GB","5A",0,"HGI","D",12,-6.4,586
"SQ63701 011",5.4,"5GG","4C",0,"PO","B",3,-2.4,531
"SQ61512 011",16,"5GG","5A",0,"PO","D",2,0.1,464
"SQ73324 041",7.2,"5GG","5A",0,"HGI","D",7,-3.4,505
"SQ78851 041",11.1,"5GG","4C",0,"HGI","D",9,-1.2,589
"SQ74947 071",4.4,"3GB","4C",0,"HR",,7,-3.4,660
"SQ68012 541",7.9,"3GB","5A",0,"HR",,5,-2.1,563
"SQ62964 551",10.3,"5GG","4C",0,"GI","B",3,-2.5,515
"SQ80290 021",16.2,"3GB","5A",0,"HR","D",9,9.1,411
"SQ67906 511",9.2,"3GB","4C",0,"PO","B",5,4,469
"SQ53042 041",8.9,"5GG","4C",0,"HR",,11,-4.5,445
"SQ50743 541",12.1,"3GB","5A",0,"HGI","D",10,2.3,375
"SQ53446 021",17,"5GG","5A",0,"HR",,11,-1.9,328
"SQ50753 011",14,"3GB","5A",0,"HR","D",10,8.5,430
"SQ71193 011",3.8,"5GG","5A",0,"CR",,6,-3.6,755
"SQ72101 051",2.2,"3GB","5A",1,"HR","B",6,-6.3,358
"SQ62857 021",9.9,"3GB","4C",0,"CR",,3,0.2,481
"SQ61467 041",11,"5GG","5A",0,"CR",,2,1.7,559
"SQ76250 031",7.1,"5GG","5A",0,"HGI","F",8,-1.4,516
"SQ61430 561",13.5,"5GG","5A",0,"HR",,2,-3,404
"SQ76377 021",4.8,"5GG","4C",0,"CR",,8,-3.4,636
"SQ55780 541",4.1,"5GG","5A",0,"HR",,12,-2.9,613
"SQ78875 021",6.1,"3GB","4C",1,"GA",,9,-7.3,373
"SQ70769 551",5.7,"3GB","5A",0,"HR",,6,-0.7,602
"SQ77938 061",8.3,"5GG","5A",0,"HR",,8,1.4,560
"SQ51441 541",7.6,"3GB","4C",1,"EG","F",10,-1.2,338
"SQ71199 531",3.9,"5GG","5A",0,"CR",,6,-0.3,606
"SQ62920 511",14.6,"3GB","5A",0,"HR",,3,3.8,539
"SQ77380 041",8.9,"3GB","5A",1,"HR","F",8,0.3,306
"SQ55543 531",15,"3GB","4C",0,"GI",,12,12.3,408
"SQ55122 061",4.3,"5GG","5A",0,"GI",,12,-4.2,644
"SQ68886 521",9.4,"3GB","5A",1,"CR",,5,-4,404
"SQ80503 541",10.6,"5GG","5A",0,"PO","D",9,1.1,501
"SQ51127 021",4.9,"3GB","5A",0,"HR",,10,-2.4,607
"SQ65915 021",7.3,"3GB","5A",0,"CR",,4,-6.8,495
"SQ69581 511",9.1,"5GG","5A",0,"HR",,5,-1.9,516
"SQ75722 511",6,"3GB","5A",0,"HR",,8,-2,666
"SQ80947 011",11.4,"5GG","5A",0,"HR",,9,-7.2,353
"SQ76450 531",7.6,"3GB","5A",0,"CR",,8,-2.5,363
"SQ65564 071",7.5,"5GG","4C",0,"HR",,4,-2.5,567
"SQ56176 051",8.1,"5GG","5A",0,"HR",,1,3.6,556
"SQ54651 011",9.5,"3GB","5A",0,"HGI","D",12,-3.7,371
"SQ72881 561",8.4,"5GG","4C",0,"PO","D",7,1.6,495
"SQ64962 021",12.3,"3GB","5A",0,"HR",,4,1.6,388
"SQ57163 561",16.2,"5GG","5A",0,"HR","D",1,5.7,352
"SQ66155 571",7.1,"3GB","5A",0,"HR","F",4,2.3,442
"SQ50024 041",8.4,"5GG","5A",0,"HGI","D",10,-4.1,571
"SQ59966 041",7.1,"5GG","5A",0,"HR","B",2,-4,624
"SQ53376 511",8.9,"5GG","4C",0,"HR",,11,0.7,561
"SQ75964 511",11,"3GB","4C",0,"HR","D",8,2.1,437
"SQ51555 521",11.1,"5GG","5A",0,"HGI","D",11,-3.7,459
"SQ66585 051",15.5,"5GG","5A",0,"HR",,4,1.4,576
"SQ57236 511",9,"5GG","5A",0,"GI",,1,-5.4,469
"SQ52644 011",18.1,"5GG","5A",0,"HR","D",11,6.7,456
"SQ64711 521",14.5,"3GB","5A",0,"CR",,4,-0.5,417
"SQ71538 041",4.8,"5GG","5A",0,"HR",,6,-0.1,576
"SQ50198 511",7.4,"3GB","5A",0,"HR",,10,-1.9,548
"SQ70446 031",12.3,"3GB","5A",0,"HR","D",6,4,448
"SQ76471 051",6.7,"3GB","5A",0,"CR",,8,-2.8,485
"SQ71059 521",4.2,"3GB","5A",1,"GA","D",6,-1.8,309
"SP17095 531",178,"5GG","7A",0,"HR",,7,170.1,301
"SQ74957 011",3.8,"5GG","4C",0,"HR",,7,-5.4,674
"SQ59866 551",9.5,"3GB","5A",0,"PO","B",2,0.1,528
"SQ80180 541",16.8,"3GB","5A",0,"HR",,9,7.9,336
"SQ51460 511",6.4,"5GG","5A",0,"PO","D",10,-1.8,597
"SQ54737 051",4.1,"5GG","4C",0,"HR","B",12,-7.1,661
"SQ78479 531",8.4,"5GG","5A",0,"HR",,9,-1.5,482
"SQ70985 061",6,"3GB","5A",0,"HR",,6,-4.4,500
"SQ52582 551",5.6,"5GG","4C",0,"HR",,11,0.6,596
"SQ61684 061",8.6,"5GG","4C",0,"BP",,3,2.9,494
"SQ67704 051",9,"5GG","5A",0,"HR",,5,-2.3,466
"SQ49094 511",6.6,"5GG","5A",0,"GI","B",10,-1,559
"SQ79359 051",10.1,"5GG","5A",0,"GI",,9,-0.9,490
"SQ55375 021",7,"5GG","5A",0,"HGI","F",12,-6.2,656
"SQ72597 541",10.7,"3GB","4C",0,"CR",,6,0.9,497
"SQ80586 031",8.2,"5GG","5A",0,"FH",,9,-2.8,434
"SQ74073 531",2.8,"5GG","5A",0,"HGI","D",7,-6.2,678
"SQ55157 511",6,"3GB","4C",0,"HR","B",12,-6.7,600
"SQ65815 531",8.5,"3GB","5A",0,"HGI","D",4,-0.6,487
"SQ73450 031",8.4,"5GG","5A",0,"HR",,7,-0.4,392
"SQ50448 561",11.6,"3GB","5A",0,"PO","B",10,2.2,362
"SQ69610 031",7.7,"5GG","5A",0,"HR","D",5,3.3,613
"SQ80043 551",16.4,"5GG","5A",0,"HR",,9,3.7,390
"SQ68374 011",8.5,"5GG","4C",0,"HR",,5,-1.9,462
"SQ68495 551",7.9,"5GG","5A",0,"HR","B",5,-3.2,562
"SQ62594 531",12.7,"5GG","5A",0,"CR","B",3,3.8,556
"SQ73781 011",5.4,"5GG","5A",0,"BP",,7,-0.4,492
"SQ61246 011",12.6,"5GG","5A",0,"HGI","F",2,-1.7,471
"SQ68747 511",15.8,"3GB","4C",0,"CR",,5,2.4,339
"SQ51434 531",4.3,"5GG","5A",0,"HR",,10,-5,683
"SQ52918 561",10.2,"5GG","5A",0,"PO","D",11,0.8,435
"SQ50928 021",6.2,"3GB","5A",0,"CR",,10,-6.8,610
"SQ62903 551",14.9,"5GG","5A",0,"HR",,3,7.6,388
"SQ59049 551",14.3,"5GG","5A",0,"PO","B",2,0.9,306
"SQ76238 011",2.7,"5GG","5A",0,"HGI","F",8,-7.5,747
"SQ67385 551",2.5,"3F1","5A",0,"PO","B",5,-0.6,590
"SQ67880 541",6.7,"3GB","4C",0,"HR",,5,1,629
"SQ59079 511",5,"5GG","4C",0,"CR","B",2,-8.9,629
"SQ73225 531",3.6,"3GB","5A",1,"PO","F",7,-3.3,317
"SQ62314 521",7,"5GG","4C",0,"PO","D",3,-4,410
"SQ78731 051",9.3,"3GB","5A",1,"HR","F",9,-0.1,425
"SQ50027 051",15.3,"3GB","5A",0,"HGI","D",10,-0.4,304
"SQ49101 041",6.5,"3GB","5A",0,"HR","B",10,-3.2,512
"SQ67871 551",7.1,"3GB","5A",0,"HR",,5,-4,563
"SQ51711 531",13.1,"5GG","4C",0,"HR",,11,-0.9,340
"SQ67328 541",11.1,"3GB","5A",0,"GI","B",5,2.5,541
"SQ73589 011",6.5,"3GB","4C",0,"FH",,7,-6.9,629
"SQ75532 541",3.7,"5GG","5A",0,"FH",,8,-5.5,670
"SQ77074 051",6.6,"5GG","5A",0,"PO","D",8,0.9,489
"SQ76560 531",18.5,"5GG","5A",0,"CR",,8,9,415
"SQ77783 541",3.4,"5GG","5A",0,"HGI","F",8,-3.7,728
"SQ74585 541",7.1,"5GG","5A",0,"GI","B",7,-1.1,497
"SQ49511 031",12,"5GG","4C",0,"HR",,10,3.9,588
"SQ75192 531",2.6,"3GB","4C",0,"FH",,7,-5.9,603
"SQ65469 091",8.4,"3GB","5A",0,"PO","B",4,0.1,418
"SQ53534 041",11.5,"3GB","5A",0,"HR","D",11,-0.3,515
"SQ63512 531",17.8,"3GB","4C",0,"HR","B",3,9.8,400
"SQ50466 561",6.1,"3GB","5A",0,"CR",,10,-1.6,382
"SQ60142 051",11.1,"3GB","5A",0,"CR",,2,3,326
"SQ53729 521",5.1,"3GB","4C",0,"CR",,12,-8,688
"SQ64749 511",6.5,"3GB","5A",0,"CR",,4,-8,699
"SQ58135 531",18.6,"5GG","4C",0,"GI","B",1,3.3,396
"SQ51110 041",7.3,"3GB","5A",0,"PO","F",10,-0.2,432
"SQ72030 031",13.9,"5GG","4C",0,"GI",,6,5.2,457
"SQ55055 531",6.3,"3GB","5A",0,"HR",,12,-4.5,490
"SQ52799 561",6.9,"5GG","5A",0,"HGI","D",11,-3.7,626
"SQ73185 531",7.7,"3GB","5A",0,"HR","D",7,-0.9,414
"SQ70454 041",8.8,"3GB","5A",0,"HR","D",6,-1,455
"SQ65795 521",7.9,"5GG","5A",0,"HR",,4,-4.1,589
"SQ51056 531",8.3,"3GB","4C",0,"GA",,10,-1.5,408
"SQ73028 521",31.1,"5GG","5A",0,"PO","G",7,22.6,324
"SQ54604 521",11.4,"5GG","5A",0,"HR","D",12,2.8,413
"SQ70681 521",3.2,"3GB","5A",0,"HR","B",6,-5.1,743
"SQ56000 031",3.4,"3GB","5A",0,"PO","D",12,-5,490
"SQ77869 031",8.5,"5GG","5A",0,"GI",,8,3,636
"SQ78013 021",6.1,"3GB","4C",1,"FH",,8,-1.4,311
"SQ58278 561",10,"3GB","5A",0,"HR",,1,-1.5,460
"SQ63023 021",7.8,"5GG","5A",0,"HGI","F",3,0.6,585
"SQ59986 011",16.8,"5GG","5A",0,"HR","D",2,7.9,328
"SQ66799 521",9.6,"3GB","4C",0,"HR","F",4,-5,434
"SQ52396 531",10.9,"3GB","4C",0,"HR",,11,4.1,545
"SQ53736 031",3.9,"3GB","4C",0,"CR",,12,-9.8,685
"SQ70898 061",3.9,"3GB","4C",0,"GI",,6,-5.3,666
"SQ67070 011",6.4,"3GB","5A",0,"PO","B",4,-8.4,566
"SQ78072 051",7.9,"3GB","4C",0,"GA","D",8,4.9,428
"SQ57618 521",6.1,"5GG","4C",0,"GA","B",1,-1.4,537
"SQ77932 521",6.6,"5GG","5A",0,"HR","D",8,1.7,719
"SQ59076 521",6.2,"5GG","4C",0,"CR","B",2,-8.4,593
"SQ54052 071",15,"5GG","4C",0,"HGI","F",12,4.6,465
"SQ57347 551",12.8,"5GG","5A",0,"HR",,1,-1.5,373
"SQ55881 021",4.4,"3GB","5A",0,"HR",,12,-7.6,491
"SQ54215 011",10.5,"5GG","4C",0,"FH","F",12,-2.2,402
"SQ64379 541",12.8,"5GG","5A",0,"HR",,3,6.1,420
"SQ58790 561",4.5,"3GB","5A",0,"HGI","F",1,-1.1,611
"SQ62275 521",11.7,"5GG","5A",0,"CR",,3,5.2,423
"SQ74286 511",4.4,"5GG","5A",0,"HR",,7,-4.1,606
"SQ59029 021",7.3,"3GB","4C",0,"CR",,2,1.2,588
"SQ59360 041",11.2,"5GG","5A",0,"CR",,2,4.5,361
"SQ54597 531",12,"3GB","5A",0,"HR",,12,0.1,475
"SQ75077 051",9,"5GG","5A",0,"HR","D",7,1.9,466
"SQ65708 031",15.8,"5GG","5A",0,"HGI","F",4,7.8,319
"SQ80812 541",7.4,"3GB","5A",0,"BP",,9,-1.4,462
"SQ55350 541",18,"3GB","5A",0,"CR",,12,4.3,333
"SQ49248 011",5.7,"5GG","5A",0,"PO","F",10,-5,595
"SQ70992 511",10.7,"3GB","4C",0,"GA",,6,5.7,328
"SQ51695 551",12.6,"3GB","4C",0,"HR","D",11,5.6,570
"SQ53720 511",17.8,"5GG","5A",0,"GI",,12,7.2,341
"SQ64395 021",12.5,"5GG","4C",0,"FH","B",3,2.4,432
"SQ52752 521",3.3,"3GB","5A",1,"GI","F",11,-5,463
"SQ72594 021",6.9,"5GG","5A",0,"HR",,6,-3.6,642
"SQ78346 031",9.1,"5GG","4C",0,"PO","F",9,4.5,562
"SQ56398 551",6.7,"5GG","5A",0,"PO","D",1,-1.1,470
"SQ50838 021",8.2,"5GG","5A",0,"HR",,10,-4.7,542
"SQ60677 051",14.5,"5GG","4C",0,"HR",,2,1.5,424
"SQ57995 521",6,"3GB","5A",0,"HGI","F",1,-2.9,504
"SQ74954 031",3.8,"5GG","4C",0,"HR",,7,-5,704
"SQ55203 531",11,"5GG","5A",0,"HR",,12,-3.7,571
"SQ70523 551",16.5,"5GG","4C",0,"FH",,6,10,397
"SQ78483 541",9.2,"3GB","5A",0,"HR",,9,-2.5,426
"SQ64480 511",12.3,"3GB","4C",1,"GI","F",4,4,309
"SQ74284 571",3.8,"5GG","5A",0,"HR",,7,-4.1,670
"SQ69231 521",9.1,"5GG","5A",0,"HR",,5,-4.7,598
"SQ65521 511",7.8,"3GB","4C",0,"GI","D",4,-3.3,573
"SQ76409 021",4.6,"5GG","5A",0,"HR","D",8,-1.4,713
"SQ66323 021",7,"3GB","4C",0,"GI","B",4,-2.7,445
"SQ53925 511",18.3,"5GG","5A",0,"HGI","F",12,1.8,363
"SQ57144 541",5.9,"5GG","5A",0,"BP",,1,-3.2,491
"SQ75291 561",7.3,"5GG","5A",0,"HR",,7,-1.8,507
"SQ53380 041",17,"5GG","5A",0,"GA","D",11,7.1,472
"SQ74023 541",6.1,"3GB","5A",0,"HR","D",7,-0.2,681
"SQ52101 521",10.3,"5GG","4C",0,"GI","B",11,-4.8,365
"SQ68657 041",20,"5GG","5A",0,"HR",,5,9.8,355
"SQ76046 051",5.5,"5GG","4C",0,"PO","F",8,0.2,557
"SQ67351 021",3.4,"3GB","5A",0,"HR",,5,-7.7,680
"SQ63226 541",9.7,"5GG","5A",0,"HR","D",3,-1.8,499
"SQ80393 051",9,"5GG","4C",0,"GI",,9,-0.2,448
"SQ66087 511",7.8,"5GG","4C",0,"CR",,4,-6.7,612
"SQ79711 041",4.6,"3GB","4C",0,"PO","B",9,-6,675
"SQ75671 051",6.1,"5GG","4C",0,"HR","D",8,-5.4,658
"SQ68892 521",4.5,"3GB","4C",0,"HR",,5,-2.7,669
"SQ64191 521",10.5,"5GG","5A",0,"HGI","F",3,0.4,482
"SQ51155 541",17,"5GG","4C",0,"GI",,10,1,353
"SQ60691 061",16.3,"5GG","5A",0,"HR",,2,2.4,303
"SQ75526 541",17.1,"5GG","4C",0,"GI",,8,9.1,440
"SQ68162 011",14,"3GB","5A",0,"HR",,5,-4.9,338
"SQ64390 011",11.7,"5GG","5A",0,"HR",,3,3.6,505
"SQ51254 021",4.6,"5GG","4C",0,"PO","B",10,-3.8,651
"SQ70677 521",8.4,"5GG","5A",0,"FH",,6,-0.1,429
"SQ64901 531",11.9,"5GG","5A",0,"HR","D",4,3.9,491
"SQ53739 521",2,"5GG","5A",0,"HR","D",12,-10.7,601
"SQ78700 051",10.3,"5GG","5A",0,"PO","B",9,2.5,551
"SQ69279 031",6.5,"3GB","5A",0,"HR","D",5,-4.9,527
"SQ60562 551",6.5,"5GG","5A",0,"PO","B",2,-3.1,567
"SQ79761 561",12.8,"3GB","5A",0,"HR",,9,0.1,429
"SQ68499 011",6.1,"3GB","5A",1,"HR","B",5,-1.5,310
"SQ59772 051",15.9,"5GG","4C",0,"HGI","F",2,3.2,382
"SQ77582 061",6.8,"5GG","5A",0,"HGI","D",8,-8,643
"SQ49703 071",10.3,"5GG","5A",0,"HR",,10,-2.6,377
"SQ59694 051",13.7,"3GB","4C",0,"CR",,2,5.8,373
"SQ70687 041",6.5,"5GG","5A",0,"BP",,6,-2.6,538
"SQ64969 011",14.7,"5GG","5A",0,"CR",,4,2.5,373
"SQ71034 541",12.5,"3GB","5A",1,"GI","F",6,5,355
"SQ73779 521",2.8,"3GB","5A",0,"BP",,7,0.3,691
"SQ55477 511",13.8,"5GG","4C",0,"GI","D",12,2.7,413
"SQ58430 021",6.3,"3GB","4C",0,"CR",,1,-0.6,560
"SQ57842 021",10.2,"5GG","4C",0,"GI",,1,-3.7,470
"SQ50825 021",5.6,"3GB","5A",0,"HGI","F",10,-3.6,630
"SQ78318 541",11.4,"5GG","5A",0,"HR",,8,-2.7,402
"SQ76361 051",4,"3GB","4C",0,"FH",,8,-5.9,547
"SQ60916 551",15.1,"5GG","5A",0,"HGI","D",2,5.5,408
"SQ67790 011",10.7,"5GG","5A",0,"HR",,5,-4.5,592
"SQ79346 051",8,"5GG","4C",0,"HR",,9,-4.6,643
"SQ75625 041",7,"5GG","4C",0,"HGI","F",8,-2.2,685
"SQ50207 061",8.6,"5GG","5A",0,"HR",,10,-2,611
"SQ57829 041",4.4,"3GB","5A",0,"HGI","B",1,-9.6,667
"SQ63087 521",3.4,"5GG","5A",0,"HR","D",3,-6.8,559
"SQ65704 551",15.6,"3GB","5A",0,"HGI","F",4,8.9,470
"SQ67298 541",9.1,"3GB","5A",1,"CR",,5,-3.7,356
"SQ65011 541",2.7,"3GB","4C",0,"GI",,4,-11.3,504
"SQ64806 041",5.1,"5GG","4C",0,"HGI","F",4,-1.3,613
"SQ66758 021",3.3,"3GB","4C",1,"HR","F",4,-6.8,399
"SQ65286 051",4.5,"3GB","4C",0,"HR",,4,-6.4,690
"SQ58612 541",9.5,"5GG","4C",0,"HGI","D",1,1.1,440
"SQ69068 521",20,"5GG","5A",0,"HR","D",5,4,439
"SQ62028 011",18.8,"5GG","5A",0,"HR",,3,10.9,430
"SQ79234 011",7.3,"5GG","4C",0,"HGI","F",9,-2.5,680
"SQ55262 021",14.8,"5GG","5A",0,"HR",,12,7.9,459
"SQ58720 051",5.5,"3GB","5A",0,"PO","G",1,-1.7,561
"SQ60754 531",6.1,"3GB","5A",0,"HR",,2,-7.2,541
"SQ52864 041",8.3,"5GG","4C",0,"HGI","F",11,-0.7,571
"SQ51072 541",17,"5GG","5A",0,"PO","D",10,8.7,306
"SQ62781 531",19.2,"5GG","5A",0,"HR","D",3,7.5,360
"SQ68037 561",2.7,"3GB","5A",0,"BP",,5,-8.1,723
"SQ68462 061",6.2,"3GB","5A",0,"HR","F",5,-3.9,724
"SQ78500 031",4.5,"3GB","5A",0,"HR",,9,-8,684
"SQ79893 511",6,"3GB","5A",1,"HR","F",9,-3.5,348
"SQ58623 521",3.1,"3GB","4C",1,"EG","F",1,-0.6,454
"SQ74876 531",13,"5GG","4C",0,"HR","B",7,-2.1,542
"SQ71366 051",9.5,"5GG","5A",0,"HR",,6,3.2,505
"SQ81067 511",5.5,"3GB","5A",0,"CR",,9,-6,561
"SQ61469 061",19.5,"5GG","4C",0,"PO","D",2,9.6,491
"SQ70511 551",11.5,"5GG","5A",0,"PO","D",6,7,492
"SQ51924 041",15,"5GG","5A",0,"HR",,11,3.6,437
"SQ57247 541",17.2,"3GB","4C",0,"HGI","F",1,4.9,305
"SQ63713 521",6.1,"5GG","5A",0,"HR",,3,-2.6,646
"SQ72157 521",4.4,"3GB","5A",0,"HR",,6,-6.7,691
"SQ51993 541",6.9,"5GG","5A",0,"GI",,11,-2.2,629
"SQ54764 531",15.6,"5GG","5A",0,"PO","B",12,-2.3,345
"SQ49338 031",8,"5GG","5A",0,"HR",,10,-4.9,626
"SQ77806 531",5.1,"3GB","4C",0,"HR","D",8,-0.5,687
"SQ53954 021",11.4,"3GB","4C",0,"CR",,12,-1,483
"SQ65952 041",11.2,"3GB","4C",0,"GI",,4,1.6,362
"SQ69185 021",11,"5GG","5A",0,"PO","B",5,-2.7,486
"SQ72389 021",10.6,"3GB","5A",0,"HR","D",6,-0.9,505
"SQ56461 051",11.5,"5GG","4C",0,"HGI","B",1,-3.4,364
"SQ56878 011",6.6,"3GB","4C",0,"HR",,1,-2.8,529
"SQ53144 011",15.7,"5GG","5A",0,"HR","D",11,2.9,418
"SQ66974 021",7.9,"3GB","5A",0,"GI","B",4,-4.9,621
"SQ72599 521",11.9,"3GB","5A",0,"HR",,6,0.9,433
"SQ52340 021",14.2,"5GG","4C",0,"HR",,11,1.2,566
"SQ66977 041",5.4,"3GB","5A",0,"FH","B",4,-8.5,593
"SQ54866 531",6.2,"3GB","4C",0,"GI",,12,-2.6,605
"SQ72581 511",10.5,"3GB","4C",0,"HR",,6,-0.2,439
"SQ78268 031",9.6,"5GG","4C",0,"PO","B",8,2.6,472
"SQ68505 531",1.3,"3GB","5A",1,"HR","B",5,-6.4,489
"SQ77962 551",3.4,"3GB","5A",0,"CR",,8,-3.3,690
"SQ59381 541",4.3,"3GB","5A",1,"HR",,2,1.3,312
"SQ68169 511",4,"3GB","4C",0,"HR",,5,-7,640
"SQ58205 041",13,"5GG","4C",0,"BP",,1,1.6,359
"SQ73254 031",14,"5GG","5A",0,"HR","D",7,6.8,489
"SQ63032 521",7,"5GG","5A",0,"HGI","D",3,-1.5,547
"SQ63748 571",3.2,"3GB","5A",0,"BP",,3,-5.7,558
"SQ77230 531",7,"3GB","5A",0,"GI","B",8,-0.3,570
"SQ51773 531",18,"5GG","5A",0,"PO","D",11,8.2,398
"SQ57157 011",3.5,"3GB","4C",0,"HR",,1,-3.8,575
"SQ59200 031",14.7,"3GB","5A",0,"GA",,2,2.5,331
"SQ58860 051",7,"3GB","5A",0,"CR",,1,-13.4,575
"SQ76822 551",7.9,"3GB","5A",0,"HR",,8,-0.4,444
"SQ65193 551",7,"3GB","5A",0,"PO","G",4,-3.5,593
"SQ64770 031",14.1,"5GG","5A",0,"BP",,4,8.1,396
"SQ59122 021",8.2,"3GB","5A",0,"CR",,2,-0.6,575
"SQ78364 551",12.2,"3GB","4C",0,"GI",,9,1.5,426
"SQ51749 541",17.9,"5GG","4C",0,"HR",,11,2.3,357
"SQ69534 021",6.5,"3GB","5A",1,"GI","F",5,-1.9,370
"SQ54902 531",4.4,"5GG","4C",0,"GI",,12,2.9,635
"SQ56818 521",7.8,"3GB","4C",0,"CR",,1,-3.8,518
"SQ67641 551",7.7,"5GG","5A",0,"HR",,5,-3.9,485
"SQ49430 551",11.4,"5GG","4C",0,"CR",,10,-1.9,422
"SQ49913 521",9.2,"5GG","5A",0,"HGI","D",10,0.5,638
"SQ60592 551",15.9,"3GB","5A",0,"FH",,2,2.8,407
"SQ81137 541",7.4,"5GG","4C",0,"HR","D",9,1.2,639
"SQ50770 511",17.6,"5GG","5A",0,"HR","D",10,6.4,362
"SQ72066 071",8.3,"3GB","5A",0,"HR","D",6,1.2,573
"SQ80331 031",12.4,"5GG","5A",0,"CR",,9,5.6,496
"SQ75744 051",11.1,"5GG","5A",0,"HR",,8,3.4,551
"SQ50866 011",5.1,"3GB","4C",0,"HGI","D",10,-4.6,623
"SQ57239 031",16.8,"5GG","4C",0,"GI",,1,6.5,350
"SQ67947 031",1.9,"3GB","5A",0,"CR",,5,-3.5,721
"SQ49511 511",12.4,"5GG","4C",0,"HR",,10,4,414
"SQ72376 541",11,"5GG","5A",0,"HR","D",6,1.4,605
"SQ75532 031",3.5,"5GG","5A",0,"FH",,8,-5.7,696
"SQ72316 031",9.8,"5GG","4C",0,"CR",,6,4.9,515
"SQ55195 531",11,"3GB","5A",0,"HR",,12,-1.5,408
"SQ72168 541",9.6,"3GB","5A",0,"HR",,6,-1.3,356
"SQ61525 531",15.8,"5GG","5A",0,"CR",,2,6.4,322
"SQ68405 551",11.1,"5GG","5A",0,"HR","B",5,-2.5,361
"SQ53657 521",4.7,"3GB","5A",0,"HR",,12,0.2,634
"SQ51582 041",12.1,"3GB","5A",0,"CR",,11,1.1,333
"SQ74356 511",7.4,"3GB","4C",0,"HR","D",7,2.5,588
"SQ55820 531",8.2,"5GG","5A",0,"CR",,12,3.5,652
"SQ59859 021",9.9,"5GG","5A",0,"PO","B",2,2.1,441
"SQ66814 041",8.2,"5GG","5A",0,"GA",,4,-6.4,600
"SQ49325 031",9.9,"5GG","5A",0,"HR","D",10,-1.5,535
"SQ56413 521",7.4,"5GG","4C",0,"HR","D",1,-0.5,588
"SQ62409 531",13.9,"5GG","4C",0,"HR","D",3,3.8,456
"SQ73408 031",12.4,"5GG","5A",0,"HR","D",7,0.6,473
"SQ69317 051",12.5,"5GG","5A",0,"CR",,5,-0.8,479
"SQ78334 021",8,"3GB","4C",0,"HGI","D",8,-8.2,681
"SQ80836 531",4.4,"5GG","4C",0,"HR",,9,-7,575
"SQ65050 011",6.1,"5GG","5A",0,"HGI","D",4,-7.1,549
"SQ50594 531",8.4,"5GG","5A",0,"GA","F",10,-0.9,512
"SQ51134 561",3.3,"5GG","4C",0,"CR",,10,-4.6,594
"SQ72492 031",8.4,"5GG","5A",0,"HR",,6,-6.6,563
"SQ60095 051",7.8,"3F1","5A",0,"HGI","F",2,-2.3,576
"SQ74629 551",3.4,"3GB","5A",0,"CR",,7,-5.7,678
"SQ78570 531",29.4,"5GG","5A",0,"PO","G",9,20,356
"SQ59556 551",14,"3GB","4C",0,"HR","D",2,5.2,479
"SQ77877 541",7.4,"3GB","5A",0,"PO","D",8,0.7,636
"SQ62082 511",15,"3GB","4C",0,"GA",,3,2.2,391
"SQ57905 051",10.9,"3GB","4C",0,"HGI","F",1,1.5,400
"SQ72048 521",4.6,"3GB","5A",0,"CR",,6,-2.4,667
"SQ79570 541",4.2,"3GB","5A",0,"GA","B",9,-6,705
"SQ63626 551",4.2,"3GB","5A",0,"HR",,3,-2.7,584
